transactionID,carrierID,customerID,amount,date
202,1,692,18.64,2005-07-17 07:53:12
203,2,586,12.64,2006-12-18 15:36:24
204,1,462,6.97,2006-05-08 08:01:55
205,1,842,11.82,2008-11-03 11:19:07
206,2,660,19.12,2008-05-21 06:21:03
207,3,936,10.61,2007-11-11 03:15:42
208,1,831,13.46,2006-09-10 22:31:09
209,3,532,9.4,2008-05-06 07:09:34
210,3,489,13.4,2009-07-22 15:11:15
211,1,172,5.86,2005-08-20 10:32:45
212,3,720,5.33,2008-10-10 20:16:47
213,3,919,18.56,2007-04-18 03:47:36
214,3,14,16.22,2008-07-11 00:03:19
215,1,437,15.51,2009-06-20 01:31:24
216,1,367,12.15,2007-06-29 18:15:43
217,3,833,14.22,2005-12-29 16:45:27
218,1,55,19.33,2006-02-17 03:38:10
219,2,112,8.37,2008-01-13 01:06:32
220,1,131,8.83,2005-04-30 00:29:27
221,1,402,5.38,2009-11-30 12:41:22
222,2,674,19.15,2007-09-17 19:03:11
223,3,738,18.87,2006-06-08 09:10:48
224,2,948,9.13,2009-09-24 09:51:28
225,3,638,15.26,2009-02-15 06:28:20
226,2,691,12.11,2005-10-03 00:10:17
227,3,489,16.43,2005-11-27 06:50:20
228,2,222,18.32,2008-09-24 02:23:04
229,3,948,18.18,2005-07-14 19:42:25
230,3,368,12.47,2005-03-03 18:57:30
231,2,29,5.44,2008-07-16 05:49:01
232,3,812,14.71,2007-10-03 06:40:42
233,1,670,13.51,2007-03-25 22:00:37
234,3,550,15.29,2008-10-22 10:35:35
235,2,206,17.09,2007-10-21 18:14:19
236,2,138,18.55,2005-05-14 09:16:03
237,2,896,10.22,2009-01-04 15:56:17
238,1,912,10.79,2006-09-23 08:22:05
239,2,955,6.73,2007-11-28 15:38:50
240,1,38,15.21,2006-05-01 10:47:51
241,1,444,14.21,2007-06-01 16:43:43
242,2,555,9.32,2007-07-05 09:14:54
243,2,547,13.93,2005-11-17 21:52:18
244,3,438,7.99,2009-02-26 23:46:40
245,1,690,11.17,2005-02-12 00:42:40
246,3,701,13.6,2007-01-19 00:39:23
247,3,452,5.82,2009-06-08 23:02:41
248,1,682,19.82,2006-11-16 08:53:26
249,3,816,15.09,2008-01-01 17:19:35
250,2,393,13.01,2005-10-12 04:45:08
251,2,711,13.1,2007-07-07 10:33:53
252,1,301,17.82,2008-12-22 01:08:04
253,2,134,7.69,2006-02-01 11:46:13
254,2,771,5.18,2008-09-09 07:46:01
255,2,471,18.23,2007-08-14 12:01:00
256,3,238,8.17,2006-04-09 20:54:38
257,2,724,6.3,2006-07-19 16:52:21
258,2,321,19.5,2009-02-03 18:12:32
259,2,126,17.09,2007-09-02 16:44:34
260,2,823,8.76,2009-02-12 01:11:05
261,1,486,6.26,2005-02-11 11:39:16
262,2,116,9.37,2007-02-03 12:00:18
263,1,841,15.03,2008-02-15 22:28:41
264,1,838,13.62,2005-06-13 21:40:55
265,2,389,18.36,2005-04-08 02:47:32
266,3,628,17.22,2005-10-21 19:05:00
267,2,833,6.15,2005-09-20 08:38:32
268,3,179,15.89,2009-02-24 22:18:38
269,2,188,7.64,2005-08-04 17:13:55
270,3,205,11.07,2007-11-20 11:09:08
271,3,932,9.39,2008-11-07 23:31:48
272,3,687,19.62,2008-08-26 23:43:12
273,2,44,11.29,2005-10-25 12:11:46
274,2,884,15.15,2008-02-14 04:28:25
275,1,178,19.76,2008-05-11 03:37:42
276,1,570,10.69,2008-04-29 09:53:14
277,3,991,8.18,2007-11-23 13:55:19
278,1,414,8.45,2009-10-12 07:09:41
279,3,232,15.2,2008-06-22 13:40:31
280,3,690,15.86,2009-03-27 18:16:44
281,1,514,17.86,2009-03-13 05:01:08
282,1,20,19.16,2006-05-13 10:45:41
283,3,379,5.24,2005-04-15 19:37:09
284,3,337,16.62,2006-08-27 03:10:32
285,2,871,19.03,2007-04-09 01:09:48
286,2,440,9.56,2008-06-10 15:53:03
287,1,244,13.09,2006-02-14 08:38:53
288,3,202,18.13,2006-08-06 02:41:35
289,2,322,6.26,2005-07-07 21:56:45
290,1,489,5.42,2005-09-16 22:08:16
291,1,591,7.85,2006-04-11 05:50:52
292,3,810,10.79,2005-12-05 22:49:34
293,2,812,16.66,2008-06-14 06:56:50
294,2,563,8.42,2009-01-25 12:49:07
295,3,35,10.53,2007-10-14 12:09:33
296,3,640,11.82,2005-02-22 22:41:55
297,1,164,8.51,2006-08-22 10:00:27
298,2,414,14.91,2009-02-12 09:24:34
299,2,295,14.47,2008-11-19 14:27:57
300,2,862,13.7,2009-09-22 16:52:08
301,1,127,13.5,2005-08-08 10:07:29
302,3,623,9.79,2009-11-12 19:56:16
303,1,356,8.9,2007-06-19 03:03:39
304,1,15,15.6,2006-03-23 05:41:02
305,2,456,9.5,2007-10-14 23:54:58
306,3,84,8.2,2009-05-11 07:19:25
307,3,125,9.56,2009-01-20 23:36:56
308,3,514,14.46,2006-08-26 00:05:24
309,3,753,18.96,2005-04-11 18:41:51
310,1,118,19.15,2009-07-20 22:16:38
311,2,78,19.98,2006-10-13 05:41:32
312,3,513,16.42,2006-01-04 23:57:28
313,3,22,15.42,2005-01-06 15:33:04
314,1,670,12.66,2007-01-15 14:51:38
315,2,137,5.81,2008-07-29 03:05:51
316,2,909,9.88,2008-03-08 11:45:27
317,1,678,6.09,2008-03-12 00:46:59
318,2,215,18.38,2008-03-30 08:36:09
319,2,447,13.24,2005-05-08 15:09:37
320,3,735,10.2,2007-04-17 13:21:20
321,3,972,19.38,2009-01-27 18:42:14
322,2,542,8.56,2008-06-26 16:24:23
323,2,288,17.25,2005-09-20 09:29:04
324,3,589,6.88,2009-09-29 17:59:54
325,3,11,16.46,2008-11-28 08:21:32
326,1,342,10.84,2007-03-23 02:07:17
327,2,864,8.15,2008-08-17 18:39:08
328,1,336,5.84,2006-11-30 17:24:50
329,1,734,14.31,2006-11-12 03:36:08
330,2,703,19.97,2007-01-03 07:48:47
331,3,83,7.25,2006-07-04 00:00:54
332,2,295,14.91,2008-12-26 20:16:30
333,3,670,13.85,2005-11-05 06:44:07
334,3,172,10.21,2008-11-26 15:32:40
335,1,713,6.27,2007-04-23 17:47:58
336,3,959,19.56,2006-05-29 07:49:09
337,1,388,13.27,2008-05-28 06:40:45
338,1,136,9.96,2005-02-09 14:29:23
339,1,988,8.04,2006-03-29 13:16:09
340,3,788,5.87,2009-10-09 22:31:36
341,3,616,12.9,2006-04-20 07:34:52
342,3,382,16.83,2006-11-14 05:55:04
343,1,8,17.53,2006-02-11 08:41:28
344,1,727,18.05,2008-01-09 08:17:34
345,2,902,11.57,2005-09-02 13:45:48
346,3,438,14.08,2006-05-28 12:04:16
347,1,255,18.97,2006-07-29 09:26:17
348,1,258,14.42,2007-11-15 20:52:17
349,3,151,18.95,2007-07-21 02:47:09
350,1,838,6.82,2007-12-13 21:47:21
351,1,202,12.05,2009-04-17 00:24:43
352,3,124,5.66,2005-02-15 06:15:45
353,1,637,11.11,2005-01-13 08:31:28
354,2,842,17.97,2009-10-14 18:09:20
355,3,746,18.08,2006-08-17 07:33:55
356,1,830,11.81,2008-01-09 14:31:02
357,3,96,7.3,2006-09-20 02:40:36
358,2,670,17.92,2007-03-07 08:51:29
359,2,394,15.47,2009-11-27 11:44:19
360,1,89,8.68,2007-08-09 18:38:06
361,1,690,10.88,2008-09-17 21:25:32
362,3,549,9.34,2008-08-26 11:59:08
363,1,311,19.66,2005-11-17 04:47:58
364,2,300,15.22,2005-03-22 23:05:44
365,1,838,6.82,2006-11-12 06:05:25
366,2,500,11.69,2007-12-12 10:29:29
367,2,254,11.42,2006-09-04 10:45:31
368,1,765,5.94,2005-06-05 10:10:02
369,1,982,8.93,2007-09-10 05:05:23
370,1,630,9.04,2009-09-13 10:28:26
371,2,622,17.34,2007-06-06 08:48:17
372,1,804,5.96,2008-07-27 08:04:13
373,3,145,6.44,2006-08-14 01:42:22
374,1,815,13.31,2008-03-17 00:20:02
375,2,580,17.68,2009-07-12 08:24:57
376,2,484,18.01,2008-04-08 04:47:59
377,3,563,5.92,2005-08-14 10:50:47
378,3,706,18.27,2005-02-18 07:42:38
379,3,590,12.22,2009-10-09 11:57:24
380,3,128,13.91,2007-06-19 23:16:10
381,3,345,9.31,2006-01-27 23:14:23
382,2,860,19.27,2006-05-02 17:09:22
383,1,92,14.39,2005-07-25 00:17:11
384,1,811,17.2,2007-10-27 05:46:45
385,3,104,15.21,2009-10-10 14:14:20
386,2,418,14.41,2008-11-09 10:47:27
387,1,980,7.44,2006-01-28 05:33:55
388,1,342,19.85,2008-02-14 21:16:47
389,2,897,11.38,2008-09-15 13:11:04
390,1,366,14.04,2006-12-21 14:54:27
391,1,313,6.09,2007-07-05 12:45:18
392,1,981,12.9,2005-07-25 12:02:51
393,2,523,7.64,2007-01-12 14:02:18
394,3,435,17.66,2005-06-11 17:30:08
395,1,48,7.82,2005-03-10 06:51:45
396,2,970,15.69,2009-08-09 01:49:35
397,2,528,18.8,2005-11-09 10:47:49
398,1,68,12.35,2008-09-26 04:59:03
399,3,969,5.38,2005-04-10 11:35:22
400,1,442,15.79,2008-10-04 16:18:29
401,1,750,14.83,2006-08-11 20:20:27
402,1,237,12.76,2008-12-08 04:57:23
403,2,325,11.81,2005-02-26 05:52:42
404,2,926,5.52,2006-10-16 00:22:02
405,3,755,14.09,2007-08-30 10:57:46
406,1,314,11.39,2008-05-09 11:52:25
407,1,627,8.92,2006-04-13 15:57:09
408,3,157,12.44,2008-10-23 05:32:01
409,2,901,7.93,2007-11-28 12:54:49
410,3,983,12.96,2005-02-10 11:18:07
411,2,281,6.4,2006-08-22 19:32:35
412,2,844,5.24,2005-09-23 18:20:48
413,3,835,7.78,2005-07-26 08:45:43
414,3,30,5.79,2006-07-05 02:41:02
415,1,993,13.12,2006-09-22 12:29:03
416,1,623,16.23,2008-09-09 16:34:48
417,1,14,8.33,2005-11-28 04:59:47
418,2,137,6.62,2005-09-14 08:48:36
419,1,3,15.69,2009-04-20 07:02:35
420,2,942,15.98,2007-03-29 15:38:52
421,1,305,18.69,2007-10-02 20:46:48
422,3,643,19.76,2006-08-20 15:19:04
423,2,799,19.96,2007-03-11 04:51:01
424,2,651,15.81,2005-12-11 15:03:26
425,2,443,18.77,2007-02-25 20:05:10
426,3,607,6.72,2007-01-18 12:27:13
427,1,496,14.55,2007-07-09 03:46:30
428,1,21,7.77,2006-08-04 17:58:31
429,1,11,17.97,2007-08-04 13:01:27
430,2,425,19.4,2005-11-08 17:35:23
431,1,888,9.75,2007-05-11 17:50:11
432,1,933,8.84,2006-06-24 02:28:34
433,1,548,13.13,2008-01-16 23:34:48
434,3,871,14.34,2006-05-11 13:39:03
435,1,192,12.95,2009-09-08 19:36:50
436,3,882,18.52,2007-01-31 15:00:55
437,1,390,6.36,2008-11-21 03:22:46
438,2,758,13.52,2005-12-12 07:42:06
439,3,250,9.28,2007-11-19 10:20:50
440,2,770,17.22,2005-01-25 02:17:16
441,2,982,19.4,2009-11-08 16:22:08
442,2,637,15.55,2008-03-22 18:37:50
443,2,581,16.69,2009-04-05 15:58:20
444,1,82,14.22,2006-05-29 11:42:02
445,3,754,17.08,2009-11-14 00:47:36
446,1,880,6.76,2005-04-09 01:49:05
447,3,823,12.5,2007-03-24 18:30:38
448,1,729,6.55,2007-04-12 00:11:10
449,2,370,8.13,2005-04-23 03:44:59
450,1,587,12.44,2006-08-21 09:33:42
451,3,647,16.92,2007-09-22 16:40:36
452,3,759,9.48,2007-03-05 05:25:21
453,3,740,11.01,2006-10-29 07:44:16
454,3,228,11.54,2006-05-18 20:58:15
455,3,97,6.9,2009-03-05 18:56:47
456,2,938,11.76,2007-11-17 10:05:39
457,1,611,7.72,2006-12-14 09:37:05
458,2,484,16.9,2005-12-14 13:36:41
459,3,387,10.51,2007-06-21 20:39:28
460,1,503,9.33,2007-11-27 09:11:22
461,2,561,14.32,2008-03-29 19:01:17
462,2,153,13.44,2005-09-04 06:57:10
463,2,906,17.8,2006-12-15 18:35:19
464,2,289,12.7,2005-12-10 02:01:24
465,3,166,19.19,2007-08-29 20:40:11
466,3,918,18.55,2008-06-02 01:36:59
467,2,77,19.54,2008-02-16 19:04:52
468,1,53,19.65,2005-02-10 09:40:49
469,3,762,17.92,2006-04-08 14:02:28
470,3,556,16.41,2007-04-04 21:59:31
471,1,564,10.91,2006-01-18 06:56:56
472,1,746,12.73,2005-03-13 19:59:05
473,1,338,10.98,2005-12-20 22:24:26
474,3,23,15.8,2005-01-15 07:18:07
475,3,190,12.33,2009-06-03 12:57:29
476,2,941,13.25,2006-05-13 02:48:05
477,2,823,15.04,2006-05-17 06:03:24
478,3,403,17.09,2009-12-12 11:03:45
479,2,367,7.08,2006-12-22 21:43:51
480,3,235,16.39,2008-03-22 18:52:38
481,2,146,16.71,2008-12-16 08:33:13
482,2,668,8.3,2009-07-28 17:16:41
483,3,389,14.01,2008-01-15 16:09:23
484,3,623,17.68,2007-09-23 14:58:27
485,2,941,16.11,2007-11-06 13:41:44
486,2,286,15.63,2005-11-25 17:23:15
487,2,102,6.06,2005-07-31 04:07:29
488,1,887,17.23,2008-10-14 18:36:48
489,2,175,14.52,2007-03-27 08:02:17
490,3,900,15.86,2006-10-30 16:59:36
491,3,193,6.46,2005-04-10 21:58:36
492,2,123,16.56,2009-08-02 00:19:50
493,1,747,19.05,2005-05-10 23:30:28
494,2,58,7.58,2007-04-05 20:13:27
495,2,143,9.34,2006-07-18 03:02:42
496,1,517,12.41,2005-10-30 21:03:09
497,3,24,16.24,2006-01-28 16:00:09
498,2,365,11.95,2008-12-01 01:59:16
499,1,758,13.55,2009-04-12 09:16:17
500,1,935,16.29,2008-06-13 17:26:57
501,2,428,9.52,2007-11-21 19:39:05
502,1,922,18.79,2006-11-28 18:04:40
503,1,611,11.91,2008-11-20 06:15:50
504,1,14,12.84,2007-06-21 02:09:50
505,2,104,7.92,2008-12-27 00:22:04
506,3,475,7.59,2006-03-16 15:50:58
507,1,456,16.55,2007-07-06 08:26:16
508,3,85,14.83,2008-05-12 17:21:35
509,3,741,11.32,2007-05-29 20:09:09
510,3,951,5.73,2007-08-24 16:42:08
511,3,692,16.96,2006-10-16 01:42:22
512,3,410,17.01,2008-07-15 16:34:23
513,1,687,17.82,2008-01-29 05:13:14
514,3,948,13.21,2009-11-20 02:33:22
515,1,366,9.03,2009-01-05 22:55:21
516,3,73,7.45,2009-04-05 00:21:53
517,1,277,9.85,2009-12-03 10:42:10
518,3,907,10.75,2005-08-29 20:03:02
519,2,904,15.26,2005-05-23 04:48:14
520,1,976,6.72,2008-06-19 07:16:02
521,1,308,19.29,2005-10-27 22:57:48
522,3,950,8.32,2009-05-04 20:50:19
523,3,251,17.82,2008-05-06 13:43:09
524,3,145,5.04,2005-04-15 21:30:25
525,2,98,6.53,2006-05-19 11:36:16
526,3,729,10.48,2006-06-22 07:47:21
527,2,466,8.55,2006-07-04 19:07:04
528,3,402,10.33,2005-09-14 18:22:01
529,3,63,12.88,2008-03-15 07:21:15
530,3,294,8.43,2006-03-14 12:08:33
531,2,229,15.39,2008-01-20 00:36:40
532,2,248,15.84,2006-01-09 22:57:26
533,3,403,12.67,2005-01-09 10:48:16
534,2,932,5.67,2009-12-30 07:13:17
535,1,946,5.93,2007-04-20 19:13:32
536,2,508,5.06,2005-09-10 01:19:25
537,2,565,15.11,2007-07-20 01:38:13
538,1,97,8.88,2008-03-22 18:32:42
539,1,278,16.73,2009-04-10 15:08:56
540,2,523,11.88,2006-06-07 18:30:26
541,3,176,17.78,2009-07-29 13:51:41
542,1,87,12.76,2007-11-18 21:06:50
543,1,76,5.48,2005-09-05 21:15:09
544,2,627,14.94,2006-06-27 17:35:27
545,1,159,13.83,2007-04-05 15:44:53
546,3,330,18.24,2007-03-27 18:30:52
547,2,958,14.79,2007-05-07 22:59:59
548,3,43,10.65,2009-02-18 19:24:11
549,1,658,5.54,2008-10-17 13:29:31
550,2,48,19.51,2006-11-05 04:55:35
551,3,524,16.72,2005-02-02 02:37:29
552,3,613,10.16,2008-05-17 10:56:45
553,1,4,7.55,2008-05-18 14:30:08
554,3,739,19.86,2007-05-17 00:39:54
555,3,394,10.61,2006-04-06 11:22:53
556,2,774,10.57,2009-08-11 23:58:20
557,2,907,17.62,2008-06-01 22:02:44
558,1,48,13.09,2009-12-08 02:10:29
559,3,547,19.59,2009-04-26 15:46:56
560,3,746,8.96,2009-10-06 20:02:45
561,2,990,18.05,2006-06-06 13:02:32
562,2,846,6.32,2009-11-25 02:08:10
563,3,298,17.39,2006-11-07 23:38:22
564,2,579,19.92,2009-09-02 04:04:37
565,2,987,7.99,2009-10-25 18:37:18
566,3,212,19.58,2009-06-03 00:41:29
567,1,631,12.13,2007-04-23 15:16:44
568,3,52,6.16,2007-06-26 11:56:39
569,3,922,18.08,2005-01-09 08:25:34
570,1,174,10.25,2008-01-22 18:23:48
571,2,73,10.16,2009-12-21 21:12:03
572,2,976,6.29,2008-07-13 00:43:07
573,1,583,16.15,2009-10-25 11:23:50
574,3,355,7.63,2007-06-05 12:48:45
575,3,595,6.81,2005-12-16 16:47:57
576,3,423,10.49,2009-07-06 21:21:51
577,1,399,14.44,2007-10-29 16:20:18
578,1,81,16.98,2007-08-14 01:51:35
579,1,723,14.89,2008-06-06 19:49:54
580,2,691,5.26,2008-01-07 16:06:01
581,3,570,11.2,2009-10-04 03:23:43
582,2,874,15.95,2008-07-16 17:04:00
583,2,659,6.03,2005-09-10 03:03:45
584,1,633,14.46,2006-06-01 08:04:20
585,3,428,16.79,2006-04-06 16:37:05
586,3,29,9.36,2007-11-02 13:40:24
587,3,785,6.52,2008-02-28 18:30:18
588,2,676,17.78,2008-05-25 11:51:20
589,1,847,5.7,2006-09-08 10:52:15
590,2,467,5.8,2007-04-18 21:09:17
591,1,632,13.91,2006-01-30 18:26:12
592,3,804,17.7,2006-05-26 10:34:55
593,3,641,19.43,2006-05-12 22:19:20
594,2,711,15.42,2006-11-05 10:07:27
595,2,762,9.58,2007-07-26 09:14:01
596,1,359,7.95,2006-10-30 13:35:50
597,3,487,6.53,2008-02-26 13:24:37
598,2,544,12.24,2006-11-19 18:12:16
599,3,128,12.0,2006-07-08 17:03:56
600,2,411,6.39,2006-12-11 03:37:32
601,1,792,16.34,2005-01-26 22:37:39
602,2,189,17.16,2006-06-20 23:26:54
603,1,264,14.35,2007-08-17 12:06:06
604,2,436,7.15,2005-03-13 16:18:39
605,3,139,7.22,2006-12-23 19:31:22
606,1,816,15.56,2008-01-10 06:48:47
607,2,222,6.17,2005-08-06 16:53:37
